qid,query,docid,doc_text,rel
814,mobile signal,D814,Personal particular however light dinner be model eight indicate above treat drug report program several.,0
815,cell tower,D815,Try big whose positive song trade could writer own major edge.,2
816,mobile signal,D816,Image student pass upon son close challenge rise.,0
817,data science,D817,Why what car deal either hear rest back cut region offer step figure.,2
818,mobile signal,D818,Best another short add make long notice born only hair rate hand week example attorney.,1
819,mobile signal,D819,Easy quickly go agent owner food hit lead ground.,1
820,cloud computing,D820,Buy start young son follow next light compare visit.,3
821,cell tower,D821,Identify movie word bed while commercial shoulder stand wear.,1
822,data science,D822,Eat campaign personal system water mouth build manager money section in ask.,3
823,mobile signal,D823,Hard only include business recognize southern attention serve indicate better purpose practice street measure check floor.,2
824,data science,D824,Home happy focus near kid care act.,1
825,mobile signal,D825,Other grow shoulder PM modern size close far bit why trouble chair.,2
826,birds raised,D826,Story peace pass pattern let your walk rock.,2
827,mobile signal,D827,However shoulder western color because note star present physical social reduce name feeling.,3
828,birds raised,D828,Opportunity believe form respond career smile tell piece Mrs know buy.,2
829,cell tower,D829,Air hair wish hope maybe night economic sense administration ok.,0
830,cell tower,D830,Rich effort song half piece charge drive per court quite increase.,1
831,cell tower,D831,Model expert name guy say knowledge decide.,2
832,network coverage,D832,Plan prepare hold could beat whatever tough shoulder according agency those return much meet.,0
833,birds raised,D833,Lot hand sea left region pretty however activity.,1
834,wifi connection,D834,Meet pattern daughter the population herself measure notice.,2
835,birds raised,D835,Administration fall night million financial college film foreign stop list than need trial production enter federal.,1
836,birds raised,D836,Effort really plant small goal party American order idea.,1
837,birds raised,D837,Government drug throw choose case near side type entire itself this at.,3
838,cell tower,D838,Like well watch arrive capital rate leg raise bank lead goal hear.,1
839,mobile signal,D839,Own sea represent bar look defense summer system blue man leader.,0
840,cell tower,D840,Successful bit majority no recently stuff visit radio.,1
841,cell tower,D841,Base compare reach main listen anything street save follow total leave discuss mother line.,3
842,machine learning,D842,Just almost allow human also way nation agent culture fly box understand senior.,3
843,cloud computing,D843,Dark leader image imagine fire strategy kid page government high daughter focus.,3
844,machine learning,D844,Impact fly evidence so model less event into.,1
845,data science,D845,Word happen key edge them before develop dog about ability.,0
846,cloud computing,D846,Religious animal marriage including expect like issue baby such though decide certainly each market break.,1
847,mobile signal,D847,Minute society space drive democratic development middle sit health since dark information employee opportunity.,2
848,data science,D848,Whose vote call daughter these budget leg.,2
849,cloud computing,D849,Eat seek analysis table feel man man this people phone nation drop.,3
850,internet speed,D850,Nice during response believe sometimes along either.,1
851,cell tower,D851,Group realize spend news audience among value north PM more religious seek.,1
852,data science,D852,Everybody travel resource remain national represent mouth test send technology knowledge.,1
853,birds raised,D853,Dog here north discuss several baby behavior decide east.,3
854,network coverage,D854,Group student class share tough son author movement of cell power laugh picture enough picture rather.,0
855,data science,D855,Garden program black mean nation quite poor page political.,1
856,cloud computing,D856,Age question send somebody feel a no together wife together from rule suggest.,3
857,wifi connection,D857,Daughter from again floor exactly picture approach agree.,1
858,artificial intelligence,D858,Ready tree so town result possible finish let throw kid.,3
859,network coverage,D859,Idea turn final show certain work relationship break.,1
860,data science,D860,Hotel future poor believe understand big necessary child experience season still me economic listen.,0
861,cell tower,D861,Go behind language score true usually should line rather move mother reason performance politics authority.,3
862,internet speed,D862,Return return great magazine maintain network treat.,3
863,wifi connection,D863,American every term know memory create action public.,0
864,birds raised,D864,Create final rise these glass east material west successful collection prepare yourself work whatever federal.,3
865,birds raised,D865,Degree cup technology fish marriage religious take agreement sing cover many performance.,1
866,internet speed,D866,Her two catch how option appear agent something air bad Congress make.,2
867,data science,D867,Appear soon six civil decision phone offer evidence over wish act major rest.,0
868,cloud computing,D868,Management car huge hospital number stay TV bank where book.,2
869,artificial intelligence,D869,Center book kid imagine water unit agency energy business culture data sing mission majority.,0
870,mobile signal,D870,Road me away war some first cover might prepare respond difference.,3
871,mobile signal,D871,Quickly eight discussion some south manager group all side walk structure half do environmental.,2
872,birds raised,D872,Nation able mention partner after church recognize.,3
873,artificial intelligence,D873,Avoid state find able administration education class task others official store whether.,3
874,internet speed,D874,Animal race professional as billion research professor soon western front art.,0
875,data science,D875,Program admit Mrs land hotel bank safe.,1
876,network coverage,D876,Claim across certain economic kind myself material media.,3
877,mobile signal,D877,Both agent discuss boy sing church development environment speak form major skill every.,2
878,birds raised,D878,Business research answer out political sure heavy cause what.,0
879,birds raised,D879,Respond car able high radio both ok off door skin.,3
880,network coverage,D880,Line benefit nature summer capital require support top.,1
881,wifi connection,D881,Full soldier world call seat meet his appear senior here collection beat.,3
882,artificial intelligence,D882,Pressure during catch fill give race guy job least.,0
883,internet speed,D883,Specific one task star form large police program half protect kind should despite information summer want.,0
884,wifi connection,D884,Important radio me draw happy take analysis everybody loss produce edge land.,1
885,cloud computing,D885,Stage power peace stand apply little word factor write.,0
886,data science,D886,Minute require morning increase open official turn memory light glass.,2
887,internet speed,D887,Cut instead front science town matter approach admit man magazine national.,2
888,internet speed,D888,Husband bed per paper development computer community.,2
889,wifi connection,D889,Mouth no job act somebody growth poor every little team even.,1
890,machine learning,D890,Economic discover store task her significant son easy section the.,0
891,birds raised,D891,Clear knowledge threat that heavy under draw.,3
892,birds raised,D892,Control often political money rate wish not accept game soldier.,2
893,artificial intelligence,D893,Never paper responsibility share tonight mother keep cause case shake.,2
894,birds raised,D894,School industry tree respond company per two today.,2
895,birds raised,D895,Leader person magazine human consumer focus heavy act phone nation total generation size team third.,1
896,cloud computing,D896,Various evidence ahead provide middle manager several.,1
897,data science,D897,Too stand according fill space ok again campaign my hope human traditional film explain.,0
898,birds raised,D898,Become participant both air west could wonder in such we total maintain.,3
899,mobile signal,D899,Free left paper city drop nearly financial nature everyone born thousand against.,3
900,cloud computing,D900,Though student consider I machine behind administration stage material area beautiful goal protect.,2
901,wifi connection,D901,Alone past church night important often challenge project recognize section action attention.,0
902,data science,D902,Economy top see go our black control scientist hard suddenly east author eat between century.,0
903,internet speed,D903,Degree prevent including realize order expect treatment anything see care personal easy use accept.,1
904,birds raised,D904,Deep maybe want anything hospital necessary major south member item.,0
905,mobile signal,D905,Town question discover tax agree black stuff foot ever suggest care they million executive story.,3
906,artificial intelligence,D906,Billion great set treat least give management glass generation build.,2
907,wifi connection,D907,Young anyone long think eat affect image even mean health.,3
908,artificial intelligence,D908,Camera sing those everyone forget west reflect young both Republican go room trouble.,2
909,artificial intelligence,D909,Report street reduce land guess language program than all although still maybe might you soldier create.,0
910,birds raised,D910,Total hit south campaign character war along join commercial apply cup item road.,0
911,cloud computing,D911,Step same social direction morning determine people.,2
912,internet speed,D912,List return energy cell indeed choose scientist lay.,2
913,machine learning,D913,Same forward human send throw house particularly affect put quickly magazine main check exactly understand Mrs.,0
914,mobile signal,D914,Great actually boy same doctor thing benefit interesting off trouble consider tough country strategy mind city.,2
915,wifi connection,D915,Trade whose court newspaper free identify teacher try letter fight.,3
916,cell tower,D916,Hand wrong toward whatever success win education news stand officer.,0
917,cell tower,D917,Pick theory two mention party know religious economy economy city protect power night.,0
918,internet speed,D918,Little hotel think light any on case drive recent leader series.,2
919,network coverage,D919,Soon offer night through serious admit ready financial on bed magazine baby.,3
920,machine learning,D920,Police form thank week measure low few beautiful decision point strong thus sport agreement.,0
921,machine learning,D921,Standard reveal central win add low live thousand machine.,1
922,data science,D922,Popular official exactly candidate piece computer always two letter.,3
923,artificial intelligence,D923,Interesting commercial by condition front fill although board smile now kid knowledge kid expect.,0
924,machine learning,D924,Fine manager sure surface trial south ago rock sometimes rule win.,0
925,cloud computing,D925,Exist town member action total join design century court attention.,0
926,birds raised,D926,Officer south very common well choose game democratic dream want painting environment hear.,3
927,data science,D927,Tax right miss begin career authority person job language.,1
928,birds raised,D928,Worker money doctor those responsibility new place media lawyer.,0
929,mobile signal,D929,How increase soldier account friend side power grow wife sure bit capital.,0
930,wifi connection,D930,Family way second amount indicate hundred evidence.,3
931,artificial intelligence,D931,Next heart exist election wind present event two skill on surface machine system tonight.,2
932,machine learning,D932,General old reason form today report organization guy simple teach minute look trade outside trouble white.,0
933,birds raised,D933,Car big professional write their onto dream specific around.,1
934,wifi connection,D934,Keep cost attorney such look recent child sell voice bed air purpose its create country.,0
935,cell tower,D935,Despite area training spend letter statement skin air.,3
936,wifi connection,D936,Arrive just design start economic population federal task exist forward interview.,2
937,cell tower,D937,During organization between event treat partner close I medical visit one.,0
938,cloud computing,D938,Wear available father century doctor late camera on.,1
939,network coverage,D939,Control entire thank rather style hear world particular.,0
940,cell tower,D940,Leave week visit none identify chance act statement recently raise activity effect full late interest.,2
941,machine learning,D941,Structure radio police training crime major can.,3
942,cell tower,D942,Number enter friend wide mouth president cause later smile study expert.,0
943,cell tower,D943,Tree job high democratic sense street born view article field town resource.,1
944,machine learning,D944,Suffer argue song model professor including show most sort.,2
945,wifi connection,D945,Mission put scientist community east truth think Congress yes become partner seem program improve apply trade.,2
946,mobile signal,D946,Responsibility shake score base wall eye beyond.,1
947,mobile signal,D947,Affect shoulder couple race ability involve expert tree back hand arm its.,2
948,cell tower,D948,Respond attack feel such hot every open alone result firm law nothing effect blue.,2
949,artificial intelligence,D949,Scientist provide now prevent address rate future shoulder far mean ago in especially responsibility.,3
950,birds raised,D950,Under space stage return capital about office child truth same fund staff parent.,3
951,machine learning,D951,System thus throughout surface picture company cause study draw model expert expert choose.,3
952,mobile signal,D952,Though set American pull carry management the join radio.,0
953,internet speed,D953,Discuss figure dinner eat affect anyone lawyer while close her scene cause.,0
954,artificial intelligence,D954,Environment medical charge than six most crime change within.,1
955,artificial intelligence,D955,Dinner perform commercial factor benefit charge put unit term six power available traditional again financial common.,3
956,mobile signal,D956,Task marriage standard half meeting guy green.,3
957,birds raised,D957,Participant paper product oil whole ago join fight very purpose national.,3
958,internet speed,D958,Throughout marriage style avoid join travel project.,0
959,cloud computing,D959,Shake single receive wait prepare Republican reflect point especially.,3
960,machine learning,D960,Cultural certainly weight space position everything see cell believe feel to system recognize according party.,2
961,data science,D961,Accept indicate environmental become sound turn per some show.,2
962,mobile signal,D962,Three experience discussion step treatment structure their whether answer evening serve work.,2
963,data science,D963,Attack send forget college major great figure over group throughout protect team draw until check TV.,3
964,cell tower,D964,Suffer guy political stuff several effort push open ever our author effort condition election pattern.,3
965,wifi connection,D965,Believe yet professor ask blood affect do behavior seek continue wonder.,3
966,internet speed,D966,Early pattern station sport out two onto debate take ever own every.,0
967,birds raised,D967,Level specific reach defense phone record surface behavior bar.,2
968,cell tower,D968,Feeling real enter author air fall serious force raise company affect current direction up charge.,2
969,network coverage,D969,Speech strategy agency sister around glass expert include ten test citizen mouth.,0
970,internet speed,D970,Church meeting mother lose democratic surface certain you national whole.,2
971,data science,D971,Sing full lose best usually glass environment condition official improve fall statement production television.,2
972,data science,D972,Letter our oil street sound go us school.,1
973,cell tower,D973,Them recent art world space difficult order at degree.,1
974,network coverage,D974,Professional game area party still focus place character series explain turn image fire.,2
975,network coverage,D975,Recognize investment around medical anyone play several them admit word kind threat pressure team rule.,1
976,artificial intelligence,D976,Team result why throughout reflect right television voice.,1
977,mobile signal,D977,Agency must research scene cultural fill answer effort left whole.,2
978,cell tower,D978,Teach ball memory sometimes prevent phone accept provide light management mention.,2
979,wifi connection,D979,Fall we help game away amount example thing magazine.,2
980,artificial intelligence,D980,Year yard work position general general feel.,2
981,cloud computing,D981,Benefit foreign above tell charge yard question easy article newspaper himself agency party.,1
982,cell tower,D982,Important media care become listen possible statement.,3
983,internet speed,D983,Same foreign wrong tree one make feel check activity future difference research source.,1
984,data science,D984,Treatment network thus spring low just term similar focus.,2
985,mobile signal,D985,Recognize for word ahead someone so letter she.,1
986,wifi connection,D986,Of sister through area bed treat away.,3
987,artificial intelligence,D987,Discussion manage price enter how coach single minute front expert off send.,3
988,wifi connection,D988,Recognize environmental floor trade marriage follow bar bag government act product mission.,2
989,birds raised,D989,Approach voice inside just lot something remain method let race watch career.,2
990,mobile signal,D990,Reality safe get reveal culture break although situation fast item structure box.,3
991,data science,D991,Scene shoulder first leave edge mean many human region themselves weight.,2
992,wifi connection,D992,Board few prove better director then save heart provide over quality western likely.,3
993,mobile signal,D993,Available everyone animal spring key kind soldier administration from heart read it the thank.,0
994,data science,D994,Believe resource early high effort remain particularly learn only go situation force number window sometimes.,1
995,wifi connection,D995,Artist throughout she staff theory authority actually industry which gun mouth defense month.,2
996,machine learning,D996,Close part south everything fish more interview yes establish.,1
997,cell tower,D997,Method by evening one nearly yard system training agency summer long.,3
998,wifi connection,D998,Affect political research affect space wrong unit rock partner check piece she create door.,0
999,cell tower,D999,Quite than should low maintain forward pick theory huge with prevent.,3
